date,generation_mw,capacity_mwp,installedcapacity_mwp,site_count,TOA_SW_DWN,ALLSKY_SFC_SW_DWN,T2M,T2M_MIN,T2M_MAX,T2MDEW,WS2M,PRECTOTCORR
2024-09-11,25.2736725,144.32597916666666,152.85442,824921.0,26.37,13.62,10.08,7.05,14.23,6.52,4.56,0.93
2024-09-12,21.631158204166667,144.33382937500002,152.86562,820237.0,26.09,12.65,9.19,6.01,13.76,6.26,3.38,1.63
2024-09-13,28.05132915833333,144.414209375,152.94933,828641.0,25.81,16.05,10.37,4.52,15.85,5.22,2.09,0.0
2024-09-14,23.775874179166667,144.416439375,152.95491,833745.0,25.53,16.47,11.89,6.12,17.75,7.98,1.82,0.0
2024-09-15,21.948038125,144.41341937500002,152.95524,837126.0,25.25,10.52,12.76,6.9,18.97,9.76,2.17,0.22
2024-09-16,24.490583994166663,144.46159937500002,153.00676,800547.0,24.96,16.54,13.83,8.95,19.05,10.58,2.72,0.72
2024-09-17,24.131530435416664,144.525859375,153.07435,805124.0,24.67,15.94,13.98,8.56,19.73,11.35,3.76,0.35
2024-09-18,24.410288560379584,144.56065937500003,153.1125,801891.0,24.38,14.82,16.57,12.74,21.58,14.11,4.52,0.5
2024-09-19,23.573151264220627,144.575659375,153.13084,818680.0,24.09,14.33,17.29,14.12,22.46,14.8,4.42,0.54
2024-09-20,18.79429840595625,144.610759375,153.16929,805743.0,23.8,9.13,16.88,13.9,21.47,14.5,4.09,1.4
2024-09-21,14.045137796320624,144.611099375,153.17299,810830.0,23.5,9.13,17.37,14.7,21.33,15.46,2.94,3.63
2024-09-22,6.5979167875,144.61741937500005,153.18266,807241.0,23.21,5.16,17.12,15.64,19.97,16.08,2.66,15.98
2024-09-23,12.970850102083332,144.65658937499998,153.22518,792154.0,22.91,5.26,15.27,11.65,18.08,13.69,2.98,11.12
2024-09-24,8.395859245833334,144.701609375,153.27354,807548.0,22.61,8.02,13.32,10.81,17.15,10.91,2.7,0.44
2024-09-25,9.090306589583331,144.780729375,153.35599,813597.0,22.31,7.8,13.09,9.36,16.53,11.27,2.42,3.93
2024-09-26,14.925148720833334,144.87049937499998,153.4491,806734.0,22.01,8.03,13.73,9.26,17.7,11.76,4.3,9.74
2024-09-27,7.495558770833333,144.915359375,153.49731,808093.0,21.7,7.03,9.8,5.21,13.15,7.47,4.79,7.07
2024-09-28,21.30529028333333,144.918019375,153.50333,811846.0,21.4,11.68,9.1,4.83,14.35,5.37,2.16,0.05
2024-09-29,11.319342447708337,144.91485937500002,153.50353,816151.0,21.09,6.37,10.11,5.3,13.45,7.01,4.66,5.13
2024-09-30,5.600543913541667,144.991749375,153.58377,793292.0,20.78,5.64,13.78,10.73,17.43,12.12,6.02,15.29
2024-10-01,8.763513264469386,144.9731893877551,153.56889,775202.0,20.48,4.41,11.54,9.12,13.58,10.29,5.21,4.82
2024-10-02,10.946675635652916,144.969819375,153.56889,778933.0,20.17,6.8,13.01,9.94,16.59,11.08,4.65,3.14
2024-10-03,17.91231492094375,144.962149375,153.56467,738420.0,19.86,11.22,10.88,7.04,15.35,8.01,2.74,0.09
2024-10-04,19.9324146125,144.95877937499998,153.56467,773925.0,19.55,11.01,10.8,7.1,15.89,7.43,1.45,0.0
2024-10-05,21.346479160416667,144.955419375,153.56467,787294.0,19.24,10.48,11.42,6.87,16.13,8.47,3.12,0.05
2024-10-06,2.6121880234375,144.952059375,153.56467,772562.0,18.93,4.07,12.85,10.44,14.46,11.48,3.81,4.64
2024-10-07,12.123059472675,144.948689375,153.56467,777917.0,18.62,9.27,13.8,10.71,17.8,12.15,3.34,3.23
2024-10-08,11.85357360161875,144.945329375,153.56467,764785.0,18.35,6.45,14.19,10.92,17.08,12.58,4.12,7.58
2024-10-09,10.390741409483145,144.941969375,153.56467,779211.0,18.09,5.77,13.31,10.87,16.51,11.51,3.59,3.0
2024-10-10,9.880353622916669,144.938599375,153.56467,783746.0,17.83,8.84,8.24,3.12,11.54,5.58,3.25,2.01
2024-10-11,17.918572866344373,144.935239375,153.56467,777623.0,17.57,10.97,6.55,1.78,12.32,2.92,1.26,0.01
2024-10-12,8.16103749375,144.93187916666668,153.56467,782560.0,17.31,5.54,9.83,5.8,14.98,8.2,3.66,2.66
2024-10-13,7.262577804166667,144.928509375,153.56467,787872.0,17.05,5.17,6.79,4.11,10.29,3.83,2.18,0.27
2024-10-14,2.7219791969583333,144.92514937500002,153.56467,780655.0,16.79,3.78,9.51,6.83,11.85,8.49,3.34,15.38
2024-10-15,7.662905382685417,144.92178916666666,153.56467,777331.0,16.54,4.33,12.76,9.58,15.74,11.99,3.6,4.55
2024-10-16,12.465970679415625,144.918419375,153.56467,730058.0,16.28,3.93,16.89,13.54,21.06,15.73,4.18,15.41
2024-10-17,14.282208719637916,144.91505937500003,153.56467,753951.0,16.02,8.26,13.33,9.0,17.26,11.8,2.04,0.31
2024-10-18,15.968937152083331,144.911689375,153.56467,773419.0,15.76,8.09,11.25,7.08,16.4,9.85,2.07,0.73
2024-10-19,14.172500481458334,144.90832937500002,153.56467,777053.0,15.51,7.95,12.9,9.4,16.0,11.41,2.95,9.14
2024-10-20,1.6104657395833335,144.90496937499998,153.56467,770297.0,15.25,2.82,13.56,10.26,17.61,12.65,5.67,6.21
2024-10-21,1.4142490522916666,144.90159937500002,153.56467,751994.0,15.0,1.99,11.28,7.64,13.99,10.17,2.43,4.25
2024-10-22,9.729179702083334,144.89823937499995,153.56467,749018.0,14.75,6.9,10.35,6.81,15.36,9.4,2.46,1.24
2024-10-23,11.503123156458336,144.894879375,153.56467,758581.0,14.5,5.63,11.04,7.63,16.44,10.22,2.14,1.45
2024-10-24,16.962463687625,144.89150937500003,153.56467,737502.0,14.25,7.05,12.19,8.44,16.58,11.13,3.4,0.41
2024-10-25,1.2761902753541663,144.88814937499998,153.56467,741261.0,14.0,2.2,13.6,10.62,16.99,13.07,2.16,3.59
2024-10-26,1.925720089490688,144.884789375,153.56467,755153.0,13.75,3.67,11.19,8.4,14.18,10.6,0.92,3.45
2024-10-27,16.426284627094738,144.88142,153.56467,778475.0,13.5,7.36,9.88,6.45,13.94,8.5,1.74,0.18
2024-10-28,3.389925594,144.87806,153.56467,798755.0,13.26,3.28,12.86,10.21,15.66,11.93,3.88,2.93
2024-10-29,6.039534015008333,144.8747,153.56467,801011.0,13.02,3.75,12.25,9.7,15.39,11.29,1.43,0.97
2024-10-30,3.1834343559083336,144.87133,153.56467,775111.0,12.78,3.67,10.89,8.07,14.73,9.92,1.12,0.4
2024-10-31,3.657698375510417,144.86593,153.56267,789245.0,12.54,4.52,10.67,6.99,15.23,9.4,0.84,0.22
2024-11-01,4.127637693877551,144.86257,153.56267,816089.0,12.31,2.5,10.05,8.7,12.28,9.2,1.55,0.71
2024-11-02,1.9931076060416668,144.8592,153.56267,798172.0,12.07,2.9,11.37,9.87,14.2,10.74,1.98,1.43
2024-11-03,0.9076533970833331,144.85584,153.56267,788815.0,11.84,2.07,10.47,9.65,11.83,9.58,1.95,1.31
2024-11-04,5.1335741454375,144.85248,153.56267,735231.0,11.61,2.75,9.01,6.32,12.09,7.9,1.45,0.14
2024-11-05,4.243976209791667,144.84911,153.56267,785050.0,11.39,2.58,8.83,6.68,11.26,7.94,0.76,0.47
2024-11-06,1.9530626356875,144.84575,153.56267,784504.0,11.17,2.35,9.09,8.06,10.78,8.42,0.82,1.33
2024-11-07,0.7337703922495833,144.84238,153.56267,724872.0,10.95,2.04,9.73,8.19,11.98,8.92,2.02,0.88
2024-11-08,1.2626481163679166,144.83902,153.56267,764830.0,10.73,1.81,7.57,6.08,9.39,6.27,1.8,0.63
2024-11-09,1.519701088016875,144.83566,153.56267,764230.0,10.54,1.79,6.46,4.7,8.5,4.58,0.66,0.18
2024-11-10,2.3755195277860333,144.83229,153.56267,760248.0,10.37,2.31,7.31,4.23,10.22,6.29,1.32,0.46
2024-11-11,5.0065587166666665,144.82893,153.56267,769463.0,10.2,4.15,7.51,5.16,10.94,6.4,3.0,0.12
2024-11-12,10.883312147602084,144.82557,153.56267,761306.0,10.03,4.5,7.87,5.23,11.14,6.83,4.43,0.82
2024-11-13,10.065200679166669,144.8222,153.56267,754630.0,9.87,4.92,7.69,5.07,11.31,6.58,2.38,0.23
2024-11-14,8.184881299375,144.81884,153.56267,770841.0,9.71,3.58,8.58,7.38,11.34,7.38,2.02,3.21
2024-11-15,4.6252266116581255,144.80899,153.55631,773969.0,9.56,3.33,7.06,5.62,8.42,5.69,1.03,0.25
2024-11-16,2.5677475913541667,144.80562,153.55631,777526.0,9.4,2.12,6.94,3.66,10.07,6.43,2.69,1.5
2024-11-17,5.872335907252084,144.80226,153.55631,775088.0,9.25,3.84,6.81,4.76,9.3,5.65,3.54,1.29
2024-11-18,3.319419779166666,144.7989,153.55631,769341.0,9.11,2.12,5.79,4.92,7.68,5.19,1.51,15.56
2024-11-19,1.2300048395552083,144.79553,153.55631,661784.0,8.96,1.74,4.01,-1.45,9.08,3.38,3.82,4.96
2024-11-20,11.33691724589375,144.79217,153.55631,584880.0,8.82,4.51,-0.45,-3.1,4.19,-1.45,3.86,0.06
2024-11-21,2.13216347875,144.78881,153.55631,729613.0,8.69,2.37,-1.09,-3.03,1.55,-1.67,1.98,0.03
2024-11-22,12.323023104166667,144.78544,153.55631,742318.0,8.55,4.02,1.08,-1.15,5.66,0.32,3.9,0.07
2024-11-23,0.50340308,144.78208,153.55631,539548.0,8.42,0.62,8.15,-0.38,13.42,7.47,6.85,13.75
2024-11-24,1.2758756492916667,144.77872,153.55631,729156.0,8.3,1.0,14.56,12.34,16.13,12.04,9.93,6.59
2024-11-25,8.044676179041668,144.77535,153.55631,737584.0,8.18,3.76,8.3,5.55,11.15,6.69,4.28,2.08
2024-11-26,11.513930765,144.77199,153.55631,733250.0,8.06,3.9,5.99,4.46,8.97,5.06,2.23,1.63
2024-11-27,1.1124139270083333,144.76661,153.55433,717553.0,7.95,1.89,6.07,1.92,10.97,5.4,3.93,19.88
2024-11-28,11.146732298458334,144.76325,153.55433,740295.0,7.84,3.64,2.2,0.42,5.4,1.67,1.65,0.11
2024-11-29,11.532119681170832,144.75988,153.55433,699556.0,7.73,3.41,5.45,3.23,8.59,4.08,3.8,0.02
2024-11-30,1.7673895647520832,144.75011,153.54804,744908.0,7.63,2.1,9.88,6.12,12.98,9.6,2.9,0.85
2024-12-01,0.7985316571428571,144.74675,153.54804,742494.0,7.53,2.09,10.94,9.51,13.19,10.37,4.39,2.59
2024-12-02,6.150105458333333,144.74338,153.54804,733523.0,7.44,2.7,8.12,5.0,11.08,6.96,4.33,0.76
2024-12-03,4.698082291666666,144.74002,153.54804,743882.0,7.35,3.08,3.83,2.33,6.46,2.73,1.1,0.13
2024-12-05,0.7202735614583333,144.73329,153.54804,671841.0,7.19,1.13,10.81,7.37,12.42,9.94,6.2,8.97
2024-12-06,8.350751547916667,144.72993,153.54804,705669.0,7.12,2.47,6.44,3.55,10.64,4.84,4.92,1.62
2024-12-07,0.8036901170833333,144.72657,153.54804,626439.0,7.05,1.53,6.83,5.44,11.82,5.12,9.63,8.41
2024-12-08,1.5969048191666666,144.7232,153.54804,687578.0,6.98,1.58,6.37,6.05,6.68,5.23,8.38,4.49
2024-12-09,2.80998199375,144.71984,153.54804,680158.0,6.92,1.94,5.93,5.08,6.74,4.94,5.88,1.87
2024-12-10,0.6780437364583333,144.71648,153.54804,692451.0,6.87,1.33,5.34,4.51,6.64,4.51,4.55,1.0
2024-12-11,0.2658660533333333,144.71311,153.54804,570939.0,6.82,1.15,5.2,4.61,6.47,4.56,3.25,0.82
